id,loan_status
41131469,1
42713449,0
90007202,0
39158327,0
73599706,1
55228984,1
62265666,1
55210969,0
63889721,0
73600632,0
72143503,1
84055020,0
49925690,0
61370289,0
54535343,0
41144565,1
73242107,1
76073156,0
37790169,1
48010236,1
76413355,0
51938106,0
74764612,0
69472490,1
76142096,1
61402888,0
74595998,1
44399279,1
65571563,1
41099403,0
57324914,0
68388833,1
51235308,1
41580177,1
69853323,1
45894334,0
39681415,0
71007376,1
73864790,0
39719182,1
70792935,0
44389844,1
79915240,1
44825766,1
67879449,0
51816793,0
40422273,0
67408614,0
60830154,0
38610322,0
50536169,1
43589273,0
58070221,0
47128386,0
40521675,0
39532917,0
41160062,0
60913423,0
54037786,0
60861294,0
57773797,1
62072944,0
63474594,0
49187722,0
44075146,0
88633834,0
49764174,1
43175158,1
77296022,0
48020476,1
59170626,0
49894534,0
58430469,0
83114086,0
45674572,0
69712440,1
39108229,0
40931961,0
88351624,1
65843755,1
70763623,1
68497929,0
55932567,0
78489544,0
56119352,0
90330574,0
66464554,1
85862573,1
63294213,0
55158621,0
59985171,0
62326646,0
76499068,0
44140012,1
40542005,1
60833496,0
55998210,1
68701766,0
78952174,1
73895376,1
69893421,0
83305078,0
65676538,0
44025130,0
61692670,0
88092759,1
48585482,0
40431891,1
51556124,1
85604051,1
65606692,0
77358540,0
39669624,0
58300218,1
74061295,1
68745076,0
54483548,0
38498709,1
46244149,0
59231523,0
41358922,0
87544175,0
63527286,1
67307590,1
67035428,0
51406275,0
60245817,0
62559939,0
85521682,0
60355827,1
74081914,1
61321631,0
79915347,0
70963486,1
50535677,0
48704322,0
88959271,0
61329263,0
84091283,0
43205176,0
46224901,0
69624750,0
41246586,0
62256706,1
48866546,0
84556594,1
71026267,0
39582147,0
63997350,0
46683341,1
77436924,0
39379400,0
56041089,0
78518998,0
55958211,0
70672929,0
73007633,0
55220347,0
63890099,0
57723248,1
62520023,0
38540359,0
62177610,0
65445412,1
76874801,1
83954455,0
61511665,1
66491415,0
58492200,0
69037261,0
60536990,0
68338703,0
74564052,0
56017793,0
51306271,0
38639504,0
49984509,1
38782454,0
70550344,0
84565137,0
39559373,1
88837804,0
56038293,0
58450545,1
48606987,0
43285509,0
57772255,0
46836026,0
84750009,1
50446636,0
72715028,0
81435789,1
43115701,0
61953278,1
57306476,0
62469228,1
66452929,1
43739904,1
76437153,1
68485284,0
62326914,0
68958105,0
41149383,0
46787004,0
38525816,1
56652791,1
43349742,0
48424238,0
40501888,0
66636328,0
46634858,1
58131165,0
48816271,0
55900286,0
60185262,0
51928694,0
44239117,0
48694249,0
53030813,0
80631894,1
85569631,1
70062394,0
45764486,0
42374445,0
58493219,0
54167300,1
85643138,1
56582529,1
39359120,1
42723441,0
50213852,1
65825656,0
52818246,1
72801068,1
57346403,0
43004197,0
46095385,0
63435648,0
55412685,0
85216747,1
40542386,0
46714751,0
46184414,1
83747239,1
80530503,0
70825040,0
85751484,0
55260820,1
73765619,1
56473329,1
39260679,0
62246647,1
39329433,0
40237185,0
85188560,1
76123336,0
70925471,0
50183348,0
58170947,0
40227807,0
48574778,1
65445252,0
38942379,0
58582946,0
46916317,1
85371224,0
66097071,0
77406823,0
56069515,0
38547928,0
81524059,1
40989713,0
75587969,0
61468373,0
53382665,0
39987823,0
38438430,0
38351147,0
54473959,1
64310464,1
40766267,0
65925202,1
41339472,0
38605114,1
46577678,0
39551077,0
50273509,1
66534462,1
46104191,0
69116215,1
76031857,0
50497859,0
88996929,1
41339798,0
40963642,1
46305276,1
40737051,0
46316291,0
46787093,1
73551337,1
38537943,1
67165174,0
46762479,1
84130403,0
66403070,1
39857514,1
39731988,0
55100140,0
41217030,0
51997014,1
83866938,0
32068212,0
45494193,1
61503025,0
75093616,0
59279898,1
84553303,1
42733342,0
75049718,0
38281952,0
60686750,0
78923191,0
46753038,0
60256331,1
39250535,0
43096313,0
43779817,0
62013301,0
40665081,0
41019177,0
42505752,0
55309984,0
71807216,0
36805584,1
90439147,0
54177474,1
46722377,0
88158210,1
60277188,0
66595233,1
73956357,0
76092087,1
57428533,1
55958215,0
59271860,1
66602227,0
46516818,0
75060361,0
40502723,0
50576743,0
51886294,1
40552591,0
56007787,0
61499606,0
40816437,0
39349529,0
60476705,0
58692369,1
51880508,1
72754458,0
58050593,1
44905297,0
40432060,1
57175771,0
65332251,0
39749772,0
87394717,0
46745035,0
51186400,1
69136516,0
60941315,0
72593015,0
80740396,0
65813180,0
68366850,0
68671776,0
60685930,0
43570286,1
51225482,1
77142627,1
38659417,1
46732387,1
40984727,0
38544461,0
43206316,1
51878826,0
67445940,0
48010875,1
40354878,0
55161259,0
70537922,1
54909522,0
81435286,1
54068341,1
42944546,1
66601882,1
67288026,0
61332599,1
85642312,0
46436604,0
77199416,0
43679874,1
38648296,0
68122344,0
39300296,1
38862371,0
50627623,0
48596802,1
59251757,0
52036142,1
46644079,0
37841647,1
46732854,0
61370881,0
65837343,1
50575380,0
46692647,0
38415824,0
40581213,0
79512513,0
41022495,0
55202610,0
72732863,0
57305168,1
63570617,0
60881093,1
67336596,1
39470585,0
40372498,0
54334842,0
68894160,0
45172338,0
71108191,0
38566339,0
39459953,1
46406350,0
56685108,0
46349675,0
42393813,1
75597359,0
37732152,1
56000177,0
41140424,1
47991594,0
38495800,0
52057125,0
61340444,0
55099241,0
49257311,1
45192130,1
55298145,0
60345643,0
58542140,0
67858861,1
78062276,0
69697299,0
67339009,0
50487547,0
37887608,0
41073261,1
42265193,0
54798201,1
40551443,0
46185485,0
44917030,1
60742116,0
53292618,1
42465341,0
85126480,0
84224311,0
38615936,0
76072195,0
65422252,1
55573587,1
57824317,0
49894354,0
51967830,0
55807272,0
37682219,0
71814739,0
43549849,1
40491551,0
49994873,0
63464346,0
58470472,1
65283669,1
66403453,1
52169250,0
44573558,0
55757638,1
45734310,1
55178138,0
87033066,1
46810700,0
64180729,1
72752380,0
51838638,1
47008273,0
76312281,1
49944267,0
39619314,0
57266105,0
66545317,0
50053768,0
53944400,0
56684839,0
44906674,0
40277650,1
55991737,1
40177400,0
60555264,0
42571210,1
61458703,0
60823516,1
38575164,0
50636358,0
54434997,1
72573396,0
50313638,1
45212384,0
84880429,0
39309175,1
58624440,0
43639149,0
58100873,1
68968077,0
51946146,0
38332285,0
65159236,0
85208196,0
59372458,0
55191560,0
79390623,1
49116193,0
59259237,1
79112986,1
78310151,0
58512766,0
42274684,1
73641586,0
72867544,0
39250227,0
40218004,0
39591970,0
61402852,0
56119570,0
7071080,0
55687515,0
84454831,0
73430401,0
39340252,1
46650851,0
70882420,1
62166893,0
79083736,0
49943391,1
49933118,0
42424421,0
81363905,0
40942454,1
69602645,0
66482717,1
63356731,0
66610240,0
59190076,0
66543169,0
60760135,0
56320343,0
41530300,1
51837580,0
49773513,0
70964343,1
68000366,1
63044126,1
55211329,1
40766727,1
44137574,0
42453281,0
56100048,0
65724964,0
59192565,0
56079640,0
68741897,0
38654317,0
55951640,0
65817397,0
55451595,1
69742814,0
57125436,0
43215542,0
60963129,0
57254549,0
46712858,1
43359330,1
68722221,0
74011781,0
47634456,0
60864345,0
45272112,0
39521928,0
56058046,0
46717182,1
42141279,0
55483216,1
57802703,0
59252937,0
75212227,0
41820278,0
55897836,1
50507970,1
70182528,1
84436785,1
74854522,1
46124709,1
54403968,1
55900101,1
40766228,1
38589382,0
53454828,1
68636507,0
89895865,0
57448280,1
43709500,0
61853140,0
68801112,1
71807041,0
66606309,1
42673216,1
66106464,1
67328769,0
41150428,0
74681593,0
48816306,0
40470318,1
44936441,0
44856495,0
60894633,0
63434609,0
63525732,1
49944295,1
85047177,0
71935697,1
85341704,0
42485305,0
49683844,0
15509998,1
39857934,0
44369564,0
46763561,0
70975166,0
47737327,0
52008537,1
50487335,1
65771359,1
71767266,1
40963251,1
56057560,1
60863953,0
61509705,1
60840632,1
77168825,0
48213080,1
41011939,0
39289239,1
42465224,0
55978674,1
70782607,0
38417859,0
65832853,0
46635276,0
55179113,0
39450014,0
77070379,0
57971041,0
72772335,1
38792518,0
63424526,0
38699527,0
67988478,1
54900498,1
48645040,0
63390116,0
65715907,0
70671600,1
40452415,1
80790169,1
61363137,0
42304956,1
57325841,0
68693654,1
46095311,0
57305574,0
38456236,1
59411385,0
55583766,0
54413883,0
68604652,0
90342566,1
40726271,0
80690548,0
58210386,1
67478420,0
54909125,0
65632599,0
50588074,1
65843666,0
40654522,1
55997300,1
44045403,0
51526942,1
52868604,0
38626012,0
83518289,1
51407728,1
71814750,1
54037979,0
74681504,0
78369522,1
72053150,0
49933799,0
38574760,0
46376986,1
65433274,0
88918008,0
57155143,0
65077725,0
41940609,0
42265200,0
67235612,0
66453420,0
62266845,0
75170132,0
71946798,0
40644416,0
38697433,0
41309269,0
40277775,1
38437206,1
44855136,1
58862394,0
39379692,0
62106791,1
73969418,1
60760301,0
51826762,0
72606669,0
58280999,0
50576892,0
42041893,0
46620378,0
74691832,0
68242489,0
40452889,1
73421351,0
48765141,0
57558172,1
67909259,1
62327514,1
43379979,1
59071744,0
63919452,0
56582387,0
54333930,0
54818870,0
61481415,0
75859768,0
54128492,1
38141462,0
43529763,1
61523639,1
38331222,0
60785004,0
59291331,1
63454872,0
39622104,0
60075713,1
48624631,0
46274571,0
54157297,0
44683871,0
47290219,0
84265038,0
75131437,1
76134056,1
66402433,0
41690156,0
62377552,0
57732935,1
55481298,0
69882153,1
44125734,0
39897139,0
65964140,1
46743656,1
70861832,0
41059290,0
76844506,1
38381593,0
67446843,0
75232756,0
90038501,0
78061834,0
39679626,1
40278230,0
44935487,0
77021244,0
61509712,1
70750254,0
67305145,1
59829482,0
68568976,0
55502436,1
39529325,0
60794753,0
39709855,0
50952575,0
44046778,1
60335478,0
38589272,1
45534289,0
76422753,0
64822164,0
46487719,0
65455094,0
55150301,0
64008734,1
50034521,0
45574240,0
52007228,0
40582045,0
45434607,1
39987422,1
71066460,0
46304758,0
56060619,1
86902348,1
39692180,1
43225322,0
44797231,0
76935402,0
57712584,0
64150415,0
40267219,0
46557107,1
66955365,0
57714239,0
55575019,0
38626673,1
36890298,0
77477493,0
44986224,1
39701466,0
69903378,0
46135382,1
74603533,0
49524911,0
38469324,0
36733384,0
60075188,0
68741569,0
40258282,0
71502351,0
61983344,0
43175236,1
77259119,0
77259190,0
72144214,0
43296069,1
83263261,1
39198287,1
65252696,0
71945364,0
76104051,0
75963893,1
78418443,0
63394198,0
65823099,0
43336134,0
46822333,1
39349580,1
78650519,1
85602970,1
60477149,1
41379004,0
40674449,0
68852037,0
41206547,1
55081096,0
51356757,0
38251371,0
40450751,0
51115437,0
60750922,0
63464690,0
63159511,1
63245236,0
59140507,0
40999376,0
48626549,1
39967860,0
49247550,0
64037177,0
59239193,0
55298995,0
76194320,0
57034279,0
40049517,1
71767515,1
67809419,1
66611191,1
74854948,0
55231121,0
60647901,0
59839315,0
38566927,0
49773131,0
65424474,0
55312534,0
48754336,0
67949310,1
55111845,1
79003373,0
42493766,0
51215581,1
63339363,0
50567225,0
60697433,0
82719132,0
49006225,0
50515507,1
77071611,0
85782715,0
68893420,1
67388546,1
38566894,0
39642305,0
46754907,1
56002474,1
63244973,1
39689569,0
42404144,0
63345320,0
73589482,0
52768586,1
41540488,0
60236162,1
74533631,0
83292794,0
65736552,1
70182903,0
38628441,0
57275887,1
59231841,0
45394190,0
76011367,0
55252517,0
61581300,0
41359035,0
41030922,0
85616398,0
38932515,0
40228026,0
41042831,1
65342255,0
65667034,1
62764805,1
77390779,0
50233873,0
50154088,0
60675286,1
60515268,0
89788907,0
57649291,0
49993498,0
41122815,1
46134421,1
70561993,0
41368299,1
43699631,0
89031496,0
65626973,0
60763197,0
74713319,0
68577304,0
77141347,0
55219595,0
46428008,1
57704369,0
42773291,1
59270570,0
72763823,0
59552051,0
46358166,0
49158421,0
58862384,0
67348440,0
57833271,0
40227572,0
73702410,1
55981071,1
65665636,0
77575500,1
63611619,0
57882896,0
50153124,0
60880830,0
88142186,0
79162110,0
65028682,0
59162778,1
47420179,1
71612595,0
75367434,1
21160218,0
63692336,0
90284694,0
68603247,1
64701393,1
42283421,0
41368322,1
74965003,1
41072086,1
74172279,1
47400179,0
44876919,0
60095782,1
53434268,0
42374830,1
76215057,0
57227064,1
56884116,0
55555174,1
56643224,0
81475483,0
52229442,1
54178100,0
61550311,0
46645152,1
53262397,0
64057655,1
44926503,0
62994628,0
56340166,0
54314894,0
68791663,0
77190301,0
42454868,1
63294282,1
43256175,0
39289793,1
70193156,1
83625231,1
58983505,1
46635181,1
49277164,0
43660018,1
43196371,0
46244222,0
38241683,0
68892950,1
38628976,0
70311898,0
40317987,1
43995932,0
65676155,0
57226274,0
65954586,0
43145672,0
70023809,1
46725808,1
79492193,0
52596407,0
40317917,1
38555588,1
40430327,0
37771078,0
60395556,1
89028253,1
42904283,1
68986862,1
74552711,1
49993513,1
52819414,1
90234198,0
49894234,1
63175564,0
51165802,1
54523815,1
39732434,0
65944856,0
73903866,0
47561152,0
69495207,0
48534632,1
88164789,0
51586189,0
43410169,0
88865550,0
43295273,0
68427432,0
40972562,1
53372407,0
50213780,1
40572619,0
68669683,0
50566468,1
11638500,0
57803301,0
55758562,0
70812790,0
78200164,0
38516705,0
59249462,1
39400101,0
56964662,1
46325009,0
39038441,1
65606873,0
43389539,1
73639553,0
43429427,0
39760707,0
74964996,0
73687438,0
73489959,0
62620008,0
47128148,0
74662628,0
68389660,0
59219352,1
43679503,1
46673720,0
38425377,0
40187529,0
61532809,0
50596119,1
59310163,1
69057247,0
46792722,0
40582054,1
78438542,0
59230231,0
57753022,0
43419192,0
40491194,0
77577177,1
49146699,0
63918010,0
59090858,0
56612371,0
38141953,0
70945666,0
58493435,0
74866154,1
65633275,0
52189577,1
51446460,0
46674075,0
59121784,1
43155430,0
39269734,0
43470304,1
64711661,1
70700969,1
45624188,0
38469772,1
61843627,0
39690561,1
75809854,0
76965930,1
66015385,1
48966243,0
46114199,1
70642323,1
55309856,0
59153544,1
652453,0
78991987,0
43419465,0
39760687,0
41022550,1
84987277,1
79591579,0
38438315,0
54534262,1
54423426,0
38588134,1
44776119,0
74311218,1
81571565,0
59170811,1
75174787,0
61353268,0
49633155,1
76814918,0
47481302,0
51888387,1
44653437,0
60295894,1
73885840,0
60525549,0
58912261,0
85262249,0
64792424,0
69833347,1
44077348,1
44926452,1
66006073,0
54778745,1
39610634,0
70894073,1
40460871,1
48666613,0
55847173,0
40583301,0
65814412,0
47078331,0
44825639,0
57274591,0
75597318,0
49267964,1
48565689,0
40472944,1
59271979,1
55178291,0
67928274,1
61350443,0
46752326,0
47078287,0
51265571,0
40460120,0
60495448,0
48604967,0
46164990,1
68467137,0
55585446,0
50607462,0
56071147,0
68495326,0
60915208,0
38416949,1
61354066,0
76282090,0
59013702,0
85482018,0
65284504,0
38282473,1
55240910,0
46367144,0
90174282,0
65322167,0
64320458,0
57247311,1
46358478,0
67318432,0
67286718,0
55432498,0
53282734,1
77327607,0
59112939,0
41032077,0
59249415,0
48012214,0
38504828,0
38028280,0
50435879,1
53263062,0
49673413,1
65765147,1
40523300,0
41081474,0
57334131,0
55149894,0
44533663,0
65671555,0
68633281,0
57695061,0
38508424,0
68882731,0
63327789,0
60707358,0
39907850,0
88515622,0
50637470,0
79631996,0
38546291,1
40836598,1
38882579,1
71988429,0
81424039,1
68366810,1
77230777,1
46713853,0
49984670,0
75370433,0
83375175,1
56552634,0
75131489,0
66533153,0
66015792,0
37751241,0
49663222,0
40371118,0
68904988,1
74715741,0
38455122,0
70943416,0
70882448,0
61682230,0
50718371,1
42994149,0
55471652,0
59729643,1
71765798,0
60910353,0
51938319,1
73471020,1
90084368,0
46753734,0
38352632,1
67418493,0
73550910,1
38624609,0
44419235,1
61318674,0
59202031,0
61383913,0
63339095,1
58782159,0
63488797,0
72733934,0
63157354,0
72546044,0
40452324,1
67326693,0
40431754,1
50576137,0
39887149,0
61394120,1
83629154,0
46314197,1
55917850,0
78559531,1
75211622,1
65422709,1
79721331,0
53454805,1
50587136,0
44055445,0
51706266,1
79191215,1
38018271,1
66006560,0
62286498,1
67155340,1
42081243,0
70281321,0
71653050,0
76211186,1
70845680,0
85391838,0
55392561,1
79031270,0
74713505,0
39329853,0
77852091,0
68447460,1
46506344,1
38141620,0
63409777,0
52868384,1
56107355,1
50353624,0
54027217,0
48625987,0
57155863,0
40941415,1
79004284,0
63216104,0
65955277,1
39669261,1
74682450,0
57307160,0
40951644,0
53040312,0
41409956,0
58682517,0
55120698,1
43410274,0
59522897,0
39662271,1
44503687,0
59481142,0
57355118,1
46823391,1
65692953,1
76446479,0
57704697,0
43390172,1
55453739,0
70642805,1
58150902,0
79063480,1
56390359,0
74924783,0
39847732,0
48715355,1
48595166,1
78700006,0
48555081,0
60286663,1
59280414,1
48020825,0
60376159,1
65261259,0
58320929,1
57126725,1
78450079,1
41319261,0
59592568,1
41012363,0
51316536,0
58140243,1
51967575,0
74545426,0
51899151,0
53131208,0
50445896,1
57693319,0
59638346,0
42363245,0
48555609,0
76449699,0
54374053,0
38485707,1
43369437,0
60466213,1
49803575,0
48735834,0
71947442,0
51927367,1
46715642,0
40562467,0
65069124,1
65632071,0
59220874,0
51786183,1
76263952,1
70752531,0
38597361,0
40816123,1
69762166,1
79420142,1
62215661,1
43904545,0
73734432,0
55901066,0
68691762,0
39449462,1
61354312,1
58583618,0
86642739,0
65343353,0
90097541,0
72653831,0
43679248,1
39672517,0
51936710,0
58633467,0
57568299,0
55189951,0
54057846,0
60586016,1
75351182,1
42434133,0
50043221,1
38640226,0
88907329,1
42191611,0
75305504,0
67328199,0
40470525,1
46706391,0
39640061,0
42375622,0
61549657,0
60345143,1
43459639,0
43359697,0
83934790,0
43570891,1
65835126,1
70874961,1
48695384,0
60964833,1
48070746,0
63510265,0
43609200,1
60415739,0
65764096,0
55898194,1
39420338,1
57874019,0
57156677,1
45354664,0
85421390,0
61309899,0
51526798,0
72683927,0
48000606,0
88896121,0
45414611,0
55160820,0
45724542,0
75163897,0
57960357,1
65802942,0
57355061,0
67446740,0
38342331,1
61508987,0
72133355,0
65657501,1
43689593,1
56280130,0
66633737,1
62032907,1
51987940,1
64350166,1
41781359,1
43185763,0
68751243,1
70582820,1
77450100,0
77329217,0
62529561,1
67286964,0
48374262,0
39847589,0
59270796,0
68998596,1
84666367,0
69146185,0
47990370,0
43789736,0
90219688,1
53884581,0
70271654,0
55928781,1
38520429,0
56400462,0
39570206,0
68695990,1
43225971,0
75377166,0
50557294,0
51937476,1
49077174,0
42484537,0
53484266,1
41162434,0
45324667,0
51357365,0
74586698,0
51826557,1
49913366,0
39350084,0
41840449,0
38162518,0
61983059,0
68732386,1
